par-text-partials-format
point-type,time,frequency,amplitude
partials-count,41
partials-data
0,15,0.000000,0.140000
0.000000,12713.924805,0.002146,0.010000,12714.217773,0.003032,0.020000,12714.572266,0.003103,0.030000,12714.516602,0.002627,0.040000,12713.259766,0.002139,0.050000,12710.673828,0.001801,0.060000,12710.427734,0.001462,0.070000,12711.982422,0.001118,0.080000,12713.771484,0.000819,0.090000,12714.303711,0.000569,0.100000,12714.903320,0.000415,0.110000,12715.909180,0.000362,0.120000,12716.334961,0.000349,0.130000,12715.294922,0.000327,0.140000,12715.294922,0.000000
1,19,0.000000,0.180000
0.000000,10649.784180,0.002432,0.010000,10686.635742,0.002049,0.020000,10688.871094,0.001559,0.030000,10649.569336,0.003318,0.040000,10649.511719,0.003135,0.050000,10649.023438,0.002926,0.060000,10648.875977,0.002571,0.070000,10649.606445,0.002194,0.080000,10650.361328,0.001865,0.090000,10650.182617,0.001535,0.100000,10649.505859,0.001225,0.110000,10649.015625,0.000988,0.120000,10648.908203,0.000823,0.130000,10649.462891,0.000708,0.140000,10650.184570,0.000631,0.150000,10651.002930,0.000558,0.160000,10652.544922,0.000452,0.170000,10653.882813,0.000323,0.180000,10653.882813,0.000000
2,26,0.000000,0.250000
0.000000,10434.459961,0.015054,0.010000,10434.740234,0.021865,0.020000,10435.954102,0.023323,0.030000,10437.564453,0.020592,0.040000,10438.578125,0.017043,0.050000,10437.714844,0.013971,0.060000,10437.064453,0.011432,0.070000,10438.154297,0.009387,0.080000,10438.762695,0.007894,0.090000,10437.601563,0.006664,0.100000,10436.922852,0.005598,0.110000,10437.770508,0.004613,0.120000,10438.820313,0.003768,0.130000,10438.740234,0.003096,0.140000,10437.979492,0.002644,0.150000,10437.615234,0.002331,0.160000,10438.171875,0.002042,0.170000,10438.626953,0.001754,0.180000,10438.314453,0.001476,0.190000,10438.021484,0.001211,0.200000,10438.416992,0.000970,0.210000,10438.622070,0.000769,0.220000,10438.038086,0.000611,0.230000,10437.658203,0.000489,0.240000,10438.340820,0.000386,0.250000,10438.340820,0.000000
3,30,0.000000,0.290000
0.000000,9914.202148,0.014478,0.010000,9914.534180,0.021628,0.020000,9915.098633,0.024104,0.030000,9915.696289,0.022516,0.040000,9915.969727,0.019767,0.050000,9915.748047,0.017308,0.060000,9915.642578,0.015079,0.070000,9915.767578,0.012999,0.080000,9915.694336,0.011017,0.090000,9915.588867,0.009060,0.100000,9915.861328,0.007234,0.110000,9916.281250,0.005768,0.120000,9916.396484,0.004754,0.130000,9916.330078,0.004097,0.140000,9916.484375,0.003611,0.150000,9916.716797,0.003162,0.160000,9916.558594,0.002726,0.170000,9916.141602,0.002327,0.180000,9915.975586,0.001971,0.190000,9916.037109,0.001645,0.200000,9915.957031,0.001341,0.210000,9915.728516,0.001068,0.220000,9915.727539,0.000851,0.230000,9915.943359,0.000695,0.240000,9915.898438,0.000579,0.250000,9915.716797,0.000486,0.260000,9915.987305,0.000414,0.270000,9916.552734,0.000363,0.280000,9916.808594,0.000330,0.290000,9916.808594,0.000000
4,15,0.000000,0.140000
0.000000,9345.696289,0.004057,0.010000,9349.932617,0.005805,0.020000,9353.731445,0.006055,0.030000,9356.411133,0.005244,0.040000,9356.875000,0.004169,0.050000,9354.048828,0.003268,0.060000,9352.892578,0.002561,0.070000,9356.046875,0.001960,0.080000,9358.935547,0.001552,0.090000,9358.004883,0.001181,0.100000,9355.742188,0.000885,0.110000,9355.335938,0.000653,0.120000,9356.383789,0.000471,0.130000,9358.217773,0.000333,0.140000,9358.217773,0.000000
5,19,0.000000,0.180000
0.000000,9264.596680,0.005486,0.010000,9263.311523,0.008208,0.020000,9263.011719,0.009197,0.030000,9262.990234,0.008514,0.040000,9262.085938,0.007074,0.050000,9259.832031,0.005623,0.060000,9259.109375,0.004360,0.070000,9261.182617,0.003422,0.080000,9263.028320,0.002838,0.090000,9262.743164,0.002284,0.100000,9262.291016,0.001703,0.110000,9262.398438,0.001197,0.120000,9262.454102,0.000839,0.130000,9262.768555,0.000617,0.140000,9263.114258,0.000505,0.150000,9262.814453,0.000459,0.160000,9262.077148,0.000419,0.170000,9261.319336,0.000354,0.180000,9261.319336,0.000000
6,36,0.000000,0.350000
0.000000,8508.920898,0.011933,0.010000,8508.667969,0.018741,0.020000,8508.931641,0.021939,0.030000,8509.612305,0.020680,0.040000,8510.207031,0.017120,0.050000,8510.275391,0.013626,0.060000,8510.467773,0.011021,0.070000,8511.074219,0.009077,0.080000,8510.938477,0.007477,0.090000,8510.304688,0.006272,0.100000,8510.221680,0.005452,0.110000,8509.751953,0.004764,0.120000,8508.360352,0.004038,0.130000,8508.326172,0.003294,0.140000,8510.519531,0.002696,0.150000,8512.436523,0.002355,0.160000,8512.087891,0.002120,0.170000,8510.768555,0.001917,0.180000,8509.867188,0.001673,0.190000,8509.238281,0.001371,0.200000,8508.756836,0.001056,0.210000,8509.372070,0.000776,0.220000,8510.638672,0.000581,0.230000,8510.499023,0.000479,0.240000,8509.979492,0.000456,0.250000,8510.640625,0.000487,0.260000,8510.708984,0.000554,0.270000,8509.911133,0.000623,0.280000,8509.736328,0.000637,0.290000,8511.842773,0.000561,0.300000,8515.089844,0.000455,0.310000,8516.976563,0.000392,0.320000,8517.342773,0.000381,0.330000,8517.401367,0.000380,0.340000,8517.250977,0.000351,0.350000,8517.250977,0.000000
7,58,0.000000,0.570000
0.000000,8381.056641,0.012685,0.010000,8382.489258,0.019931,0.020000,8384.266602,0.023412,0.030000,8385.991211,0.022618,0.040000,8386.959961,0.019428,0.050000,8386.286133,0.015718,0.060000,8385.115234,0.012629,0.070000,8384.860352,0.010229,0.080000,8385.296875,0.008245,0.090000,8385.655273,0.006440,0.100000,8386.080078,0.004837,0.110000,8386.548828,0.003562,0.120000,8386.933594,0.002627,0.130000,8387.394531,0.001956,0.140000,8387.505859,0.001475,0.150000,8387.342773,0.001149,0.160000,8387.445313,0.000927,0.170000,8387.468750,0.000778,0.180000,8387.767578,0.000703,0.190000,8390.176758,0.000703,0.200000,8393.380859,0.000764,0.210000,8394.188477,0.000804,0.220000,8391.774414,0.000766,0.230000,8389.570313,0.000686,0.240000,8389.649414,0.000545,0.250000,8379.396484,0.000351,0.260000,8376.982422,0.000359,0.270000,8401.899414,0.000637,0.280000,8392.944336,0.000840,0.290000,8390.614258,0.000834,0.300000,8386.189453,0.000633,0.310000,8414.044922,0.000399,0.320000,8411.385742,0.000483,0.330000,8398.535156,0.000658,0.340000,8393.155273,0.000669,0.350000,8390.264648,0.000579,0.360000,8393.735352,0.000502,0.370000,8398.162109,0.000613,0.380000,8395.479492,0.000742,0.390000,8388.241211,0.000857,0.400000,8386.165039,0.000966,0.410000,8385.821289,0.001078,0.420000,8384.560547,0.001167,0.430000,8383.057617,0.001163,0.440000,8384.143555,0.001041,0.450000,8388.898438,0.000916,0.460000,8392.648438,0.000904,0.470000,8391.599609,0.000936,0.480000,8389.324219,0.001038,0.490000,8389.205078,0.001104,0.500000,8392.315430,0.001030,0.510000,8397.022461,0.000894,0.520000,8398.420898,0.000761,0.530000,8395.492188,0.000654,0.540000,8391.032227,0.000611,0.550000,8388.925781,0.000508,0.560000,8389.712891,0.000327,0.570000,8389.712891,0.000000
8,42,0.000000,0.410000
0.000000,7286.816895,0.015977,0.010000,7287.309082,0.023722,0.020000,7287.750977,0.026336,0.030000,7288.070313,0.024533,0.040000,7287.961426,0.021354,0.050000,7287.387695,0.018525,0.060000,7287.376465,0.016456,0.070000,7287.885742,0.015273,0.080000,7287.723633,0.014507,0.090000,7286.888184,0.013557,0.100000,7286.654785,0.012312,0.110000,7287.109375,0.010933,0.120000,7287.510742,0.009560,0.130000,7287.630859,0.008318,0.140000,7287.758301,0.007382,0.150000,7287.733887,0.006772,0.160000,7287.484375,0.006319,0.170000,7287.264648,0.005834,0.180000,7287.199219,0.005231,0.190000,7287.335938,0.004554,0.200000,7287.685547,0.003909,0.210000,7288.040527,0.003367,0.220000,7288.234375,0.002929,0.230000,7288.344727,0.002586,0.240000,7288.338379,0.002324,0.250000,7288.085449,0.002120,0.260000,7287.784668,0.001945,0.270000,7287.681641,0.001782,0.280000,7287.744141,0.001616,0.290000,7287.734863,0.001440,0.300000,7287.581055,0.001266,0.310000,7287.448242,0.001113,0.320000,7287.490723,0.000983,0.330000,7287.593750,0.000871,0.340000,7287.632813,0.000777,0.350000,7287.487793,0.000704,0.360000,7287.258301,0.000633,0.370000,7287.488281,0.000547,0.380000,7288.084473,0.000453,0.390000,7287.729004,0.000376,0.400000,7286.760254,0.000331,0.410000,7286.760254,0.000000
9,28,0.000000,0.270000
0.000000,6794.735352,0.015221,0.010000,6797.420410,0.023561,0.020000,6798.461426,0.026986,0.030000,6798.931152,0.024738,0.040000,6799.166992,0.019532,0.050000,6799.304688,0.014330,0.060000,6799.809082,0.010454,0.070000,6801.229980,0.007974,0.080000,6802.906738,0.006387,0.090000,6803.392090,0.005115,0.100000,6802.313965,0.004064,0.110000,6801.065918,0.003322,0.120000,6800.045898,0.002882,0.130000,6799.479492,0.002582,0.140000,6799.753906,0.002314,0.150000,6800.730469,0.002013,0.160000,6801.374023,0.001691,0.170000,6801.050781,0.001419,0.180000,6800.242188,0.001224,0.190000,6800.117188,0.001072,0.200000,6800.523438,0.000918,0.210000,6800.410156,0.000798,0.220000,6799.704102,0.000698,0.230000,6799.241211,0.000604,0.240000,6799.714355,0.000514,0.250000,6800.583984,0.000427,0.260000,6800.870605,0.000338,0.270000,6800.870605,0.000000
10,32,0.000000,0.310000
0.000000,6711.404297,0.010660,0.010000,6706.162598,0.015734,0.020000,6703.457520,0.017972,0.030000,6701.723145,0.017159,0.040000,6700.620605,0.014830,0.050000,6699.956543,0.012636,0.060000,6699.704102,0.011051,0.070000,6700.241211,0.009745,0.080000,6700.987793,0.008377,0.090000,6701.824707,0.007121,0.100000,6702.777344,0.006203,0.110000,6703.017578,0.005634,0.120000,6702.189453,0.005225,0.130000,6701.003418,0.004851,0.140000,6700.506836,0.004411,0.150000,6700.835938,0.003898,0.160000,6701.582520,0.003390,0.170000,6702.107422,0.002931,0.180000,6702.098145,0.002586,0.190000,6701.724121,0.002367,0.200000,6700.955078,0.002258,0.210000,6699.889160,0.002165,0.220000,6699.259277,0.002005,0.230000,6699.578125,0.001779,0.240000,6699.895508,0.001547,0.250000,6699.895020,0.001330,0.260000,6700.417480,0.001084,0.270000,6701.683594,0.000831,0.280000,6702.467285,0.000616,0.290000,6703.474121,0.000461,0.300000,6704.958984,0.000366,0.310000,6704.958984,0.000000
11,52,0.000000,0.510000
0.000000,6258.587402,0.019891,0.010000,6259.269531,0.030319,0.020000,6259.754883,0.034461,0.030000,6260.214844,0.032160,0.040000,6260.549316,0.027361,0.050000,6260.462402,0.023193,0.060000,6260.230957,0.020075,0.070000,6260.451172,0.017272,0.080000,6260.840332,0.014450,0.090000,6260.767578,0.011989,0.100000,6260.792480,0.010206,0.110000,6261.298828,0.008954,0.120000,6261.249512,0.008006,0.130000,6260.513184,0.007292,0.140000,6260.171387,0.006718,0.150000,6260.359863,0.006097,0.160000,6260.471680,0.005393,0.170000,6260.445801,0.004719,0.180000,6260.494141,0.004174,0.190000,6260.533691,0.003725,0.200000,6260.608398,0.003267,0.210000,6260.895996,0.002742,0.220000,6261.005859,0.002202,0.230000,6260.607910,0.001769,0.240000,6260.414551,0.001493,0.250000,6260.719238,0.001319,0.260000,6260.834961,0.001166,0.270000,6260.849121,0.001009,0.280000,6260.439941,0.000876,0.290000,6260.243164,0.000795,0.300000,6263.326660,0.000762,0.310000,6266.687988,0.000817,0.320000,6265.474609,0.000841,0.330000,6261.717773,0.000823,0.340000,6261.678711,0.000776,0.350000,6263.452637,0.000752,0.360000,6262.895020,0.000761,0.370000,6259.304199,0.000759,0.380000,6257.953125,0.000723,0.390000,6258.617188,0.000659,0.400000,6259.026855,0.000598,0.410000,6260.257813,0.000554,0.420000,6263.318359,0.000562,0.430000,6269.414063,0.000609,0.440000,6277.371094,0.000654,0.450000,6282.093750,0.000637,0.460000,6283.304199,0.000544,0.470000,6281.078613,0.000415,0.480000,6271.407715,0.000321,0.490000,6257.062988,0.000359,0.500000,6254.232910,0.000325,0.510000,6254.232910,0.000000
12,43,0.000000,0.420000
0.000000,5567.346680,0.005819,0.010000,5569.170898,0.009191,0.020000,5570.865723,0.010712,0.030000,5571.787598,0.010313,0.040000,5571.627930,0.009218,0.050000,5570.838379,0.008342,0.060000,5570.436523,0.007712,0.070000,5570.186523,0.007220,0.080000,5569.801758,0.006891,0.090000,5569.631348,0.006690,0.100000,5569.564941,0.006491,0.110000,5569.273438,0.006178,0.120000,5568.993164,0.005744,0.130000,5569.083008,0.005285,0.140000,5569.418945,0.004845,0.150000,5569.677246,0.004393,0.160000,5569.821777,0.003921,0.170000,5569.905762,0.003460,0.180000,5569.748047,0.003025,0.190000,5569.323242,0.002610,0.200000,5568.874512,0.002245,0.210000,5568.818848,0.001976,0.220000,5569.371582,0.001813,0.230000,5570.136719,0.001707,0.240000,5570.338379,0.001610,0.250000,5570.054688,0.001533,0.260000,5569.705078,0.001482,0.270000,5569.510254,0.001422,0.280000,5569.577637,0.001331,0.290000,5569.730469,0.001222,0.300000,5569.610352,0.001118,0.310000,5569.189941,0.001011,0.320000,5568.745117,0.000884,0.330000,5568.437988,0.000743,0.340000,5568.299805,0.000624,0.350000,5568.018066,0.000554,0.360000,5567.319824,0.000520,0.370000,5567.553223,0.000479,0.380000,5570.001465,0.000422,0.390000,5570.851563,0.000381,0.400000,5569.484375,0.000356,0.410000,5569.773926,0.000323,0.420000,5569.773926,0.000000
